epoch,train_acc,val_acc,best_val,best_train,w_err,cos_o,epoch_time,cum_time
322,0.101633,,0.086500,0.103683,,,0.346,135.5
323,0.100450,,0.086500,0.103683,,,0.416,136.0
324,0.101933,,0.086500,0.103683,,,0.347,136.3
325,0.098583,,0.086500,0.103683,,,0.346,136.7
326,0.101350,,0.086500,0.103683,,,0.347,137.0
327,0.100450,,0.086500,0.103683,,,0.347,137.3
328,0.101217,,0.086500,0.103683,,,0.344,137.7
329,0.101183,,0.086500,0.103683,,,0.412,138.1
330,0.099500,,0.086500,0.103683,,,0.345,138.4
331,0.101517,,0.086500,0.103683,,,0.347,138.8
332,0.102267,,0.086500,0.103683,,,0.348,139.1
333,0.099750,,0.086500,0.103683,,,0.347,139.5
334,0.098850,,0.086500,0.103683,,,0.345,139.8
335,0.099167,,0.086500,0.103683,,,0.413,140.2
336,0.100000,,0.086500,0.103683,,,0.347,140.6
337,0.101467,,0.086500,0.103683,,,0.348,140.9
338,0.099567,,0.086500,0.103683,,,0.349,141.3
339,0.101933,,0.086500,0.103683,,,0.347,141.6
340,0.099000,,0.086500,0.103683,,,0.348,142.0
341,0.100367,,0.086500,0.103683,,,0.411,142.4
342,0.100300,,0.086500,0.103683,,,0.343,142.7
343,0.100433,,0.086500,0.103683,,,0.347,143.1
344,0.099750,,0.086500,0.103683,,,0.343,143.4
345,0.099950,,0.086500,0.103683,,,0.347,143.8
346,0.100000,,0.086500,0.103683,,,0.348,144.1
347,0.102300,,0.086500,0.103683,,,0.417,144.5
348,0.098417,,0.086500,0.103683,,,0.348,144.9
349,0.102267,,0.086500,0.103683,,,0.346,145.2
350,0.099933,,0.086500,0.103683,,,0.347,145.6
351,0.100333,,0.086500,0.103683,,,0.345,145.9
352,0.100983,,0.086500,0.103683,,,0.343,146.3
353,0.099450,,0.086500,0.103683,,,0.415,146.7
354,0.099550,,0.086500,0.103683,,,0.346,147.0
355,0.100500,,0.086500,0.103683,,,0.347,147.4
356,0.101167,,0.086500,0.103683,,,0.346,147.7
357,0.101483,,0.086500,0.103683,,,0.347,148.1
358,0.098600,,0.086500,0.103683,,,0.346,148.4
359,0.101283,,0.086500,0.103683,,,0.415,148.8
360,0.098850,,0.086500,0.103683,,,0.347,149.2
361,0.099617,,0.086500,0.103683,,,0.348,149.5
362,0.099467,,0.086500,0.103683,,,0.385,149.9
363,0.099767,,0.086500,0.103683,,,0.346,150.3
364,0.101467,,0.086500,0.103683,,,0.346,150.6
365,0.100183,,0.086500,0.103683,,,0.411,151.0
366,0.100017,,0.086500,0.103683,,,0.346,151.4
367,0.099183,,0.086500,0.103683,,,0.346,151.7
368,0.101350,,0.086500,0.103683,,,0.344,152.1
369,0.101517,,0.086500,0.103683,,,0.347,152.4
370,0.102883,,0.086500,0.103683,,,0.346,152.7
371,0.099767,,0.086500,0.103683,,,0.414,153.2
372,0.100450,,0.086500,0.103683,,,0.346,153.5
373,0.100683,,0.086500,0.103683,,,0.347,153.9
374,0.102217,,0.086500,0.103683,,,0.347,154.2
375,0.100317,,0.086500,0.103683,,,0.349,154.6
376,0.098417,,0.086500,0.103683,,,0.346,154.9
377,0.099750,,0.086500,0.103683,,,0.411,155.3
378,0.099650,,0.086500,0.103683,,,0.344,155.7
379,0.098733,,0.086500,0.103683,,,0.347,156.0
380,0.099667,,0.086500,0.103683,,,0.346,156.3
381,0.098600,,0.086500,0.103683,,,0.343,156.7
382,0.100400,,0.086500,0.103683,,,0.346,157.0
383,0.100450,,0.086500,0.103683,,,0.415,157.4
384,0.100450,,0.086500,0.103683,,,0.346,157.8
385,0.099900,,0.086500,0.103683,,,0.345,158.1
386,0.100767,,0.086500,0.103683,,,0.347,158.5
387,0.101483,,0.086500,0.103683,,,0.346,158.8
388,0.101367,,0.086500,0.103683,,,0.346,159.2
389,0.101667,,0.086500,0.103683,,,0.417,159.6
390,0.100733,,0.086500,0.103683,,,0.349,159.9
391,0.101533,,0.086500,0.103683,,,0.346,160.3
392,0.099567,,0.086500,0.103683,,,0.346,160.6
393,0.099433,,0.086500,0.103683,,,0.347,161.0
394,0.100433,,0.086500,0.103683,,,0.347,161.3
395,0.099733,,0.086500,0.103683,,,0.412,161.7
396,0.101300,,0.086500,0.103683,,,0.346,162.1
397,0.099200,,0.086500,0.103683,,,0.348,162.4
398,0.100433,,0.086500,0.103683,,,0.346,162.8
399,0.102750,,0.086500,0.103683,,,0.348,163.1
400,0.100217,,0.086500,0.103683,,,0.345,163.5
401,0.100883,,0.086500,0.103683,,,0.416,163.9
402,0.099850,,0.086500,0.103683,,,0.345,164.2
403,0.098450,,0.086500,0.103683,,,0.350,164.6
404,0.100517,,0.086500,0.103683,,,0.345,164.9
405,0.101867,,0.086500,0.103683,,,0.347,165.3
406,0.100250,,0.086500,0.103683,,,0.347,165.6
407,0.100200,,0.086500,0.103683,,,0.413,166.0
408,0.099867,,0.086500,0.103683,,,0.346,166.4
409,0.099533,,0.086500,0.103683,,,0.347,166.7
410,0.101717,,0.086500,0.103683,,,0.346,167.1
411,0.101100,,0.086500,0.103683,,,0.347,167.4
412,0.100900,,0.086500,0.103683,,,0.345,167.8
413,0.099600,,0.086500,0.103683,,,0.413,168.2
414,0.100900,,0.086500,0.103683,,,0.346,168.5
415,0.099533,,0.086500,0.103683,,,0.344,168.9
416,0.100500,,0.086500,0.103683,,,0.346,169.2
417,0.101283,,0.086500,0.103683,,,0.348,169.6
418,0.099683,,0.086500,0.103683,,,0.346,169.9
419,0.099950,,0.086500,0.103683,,,0.424,170.3
420,0.102233,,0.086500,0.103683,,,0.348,170.7
421,0.101533,,0.086500,0.103683,,,0.346,171.0
422,0.099217,,0.086500,0.103683,,,0.346,171.4
423,0.101600,,0.086500,0.103683,,,0.348,171.7
424,0.099550,,0.086500,0.103683,,,0.346,172.1
425,0.099717,,0.086500,0.103683,,,0.414,172.5
426,0.100233,,0.086500,0.103683,,,0.346,172.8
